category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,"This page is for the teacher only.","Ushbu sahifa faqat o'qituvchi uchun mo'ljallangan","Ушбу саҳифа фақат ўқитувчи учун мўлжалланган","Данная страница предназначена только для преподавателя","This page is for the teacher only",,,,,
app,"This page is not for you.","Ushbu sahifa sizning profilingiz uchun mo'ljallanmagan","Ушбу саҳифа сизнинг профилингиз учун мўлжалланмаган","Эта страница не предназначена для вашего профиля","This page is not intended for your profile",,,,,
app,"This Scholarship Decree accept status can not change","Buyruqning tasdiqlash statusini o'zgartirib bo'lmaydi","Буйруқнинг тасдиқлаш статусини ўзгартириб бўлмайди","Статус утверждение приказа о стипендии не может быть изменен","Scholarship Decree accept status can not change",,,,,
app,"This Scholarship Decree accept status can not change - protocol status is {status}","Bayonnoma statusi {status} bo'lgan holatda buyruq tasdig'ini bekor qilib bo'lmaydi","Баённома статуси {status} бўлган ҳолатда буйруқ тасдиғини бекор қилиб бўлмайди","Статус утверждение приказа не может быть отменено, если статус протокола — {status}","The order approval status cannot be cancelled if the protocol status is {status}",,,,,
app,"This Scholarship Decree file can not generate","Stipendiya buyrug'ining kelishuvchi mas'ullari kiritilmagan","Стипендия буйруғининг келишувчи масъуллари киритилмаган","Невозможно создать файл приказа о стипендии из-за отсутствия ответственных лиц","Unable to create the scholarship order file because there are no responsibilities",,,,,
app,"This Scholarship Decree file is not generated","Stipendiya to'g'risidagi buyruq fayli yaratilmagan","Стипендия тўғрисидаги буйруқ файли яратилмаган","Файл приказа о стипендии не создан","Scholarship Decree file is not generated",,,,,
app,"This Scholarship Decree send agreement status can not change","Buyruqni kelishishga yuborish statusini o'zgartirib bo'lmaydi","Буйруқни келишишга юбориш статувини ўзгартириб бўлмайди","Статус отправки приказа на согласование не может быть изменен","The status of sending an order to agreement cannot be changed",,,,,
app,"This Scholarship Protocol accept status can not change","Stipendiya bayonnomasining tasdiqlash statusini o'zgartirib bo'lmaydi","Стипендия баённомасининг тасдиқлаш статусини ўзгартириб бўлмайди","Статус одобрение протокола стипендии не может быть изменен","Scholarship protocol accept status cannot be changed",,,,,
app,"This Scholarship Protocol Approved Responsible has not been Identified.","Stipendiya bayonnomasi mas'ullari kiritilmagan","Стипендия баённомаси масъуллари киритилмаган","В протоколе стипендии отсутствует ответственные лица","Scholarship Protocol Responsible has not been Identified",,,,,
app,"This Scholarship Protocol send agreement status can not change","Stipendiya bayonnomasi kelishuv statusini o'zgartirib bo'lmaydi","Стипендия баённомаси келишув статусини ўзгартириб бўлмайди","Статус протокола стипендии о согласовании не может быть изменен","This Scholarship Protocol send agreement status can not change",,,,,
